name,status,publisher,price_old,price_new,discount,authors,img_url
LabVIEW в научных исследованиях,На складе,ДМК-Пресс:            Все о LabVIEW,2018,1110,45,Евдокимов Юрий Кириллович и др.,https://img3.labirint.ru/rc/90da85d58b30270af4dbf91c70aec4f3/220x340q80/books31/301535/cover.jpg?1526646354
Python. Разработка на основе тестирования,На складе,ДМК-Пресс,5116,2814,45,Персиваль Гарри,https://img4.labirint.ru/rc/3b1979d1a19cba350ffe1a555e0637e5/220x340q80/books65/641696/cover.jpg?1564114252
"Чистый код. Создание, анализ и рефакторинг",На складе,Питер,1152,899,22,Мартин Роберт С.,https://img4.labirint.ru/rc/f24874f8035b317642e8ad46acb7488b/220x340q80/books65/642466/cover.jpg?1598959669
Разработка одностраничных веб-приложений,На складе,ДМК-Пресс,2153,1184,45,"Миковски Майкл С., Пауэлл Джош К.",https://img4.labirint.ru/rc/5fb4af706259ec4259903f67eeea642d/220x340q80/books43/423642/cover.jpg?1640705122
Теоретический минимум по Computer Science. Все что нужно программисту и разработчику,На складе,Питер:            Библиотека программиста,1181,921,22,Феррейра Фило Владстон,https://img3.labirint.ru/rc/efaca11bc5e82f31b7f96eb148830bf8/220x340q80/books65/641481/cover.jpg?1598959657
Программирование искусственного интеллекта в приложениях,Ограничено,ДМК-Пресс:            Для программистов,1345,740,45,Джонс М. Тим,https://img3.labirint.ru/rc/2bd3eed9310ae5cc4eb56c6a2f4bbc09/220x340q80/books29/282431/cover.jpg?1563611772
Программирование на Ардуино. От простого к сложному,На складе,Солон-пресс:            Радиоэлектроника,1437,790,45,Мамичев Дмитрий Иванович,https://img4.labirint.ru/rc/e8e2346f062110eb3aa06349d25ecf0a/220x340q80/books65/640436/cover.jpg?1564113247
Запускаем Ansible,На складе,ДМК-Пресс,3230,1777,45,"Хохштейн Лорин, Мозер Рене",https://img4.labirint.ru/rc/a95d4ae77170d523d714250d03b9d505/220x340q80/books64/638774/cover.jpg?1564112085
Современный Java. Рецепты программирования,На складе,ДМК-Пресс,2153,1184,45,Коузен Кен,https://img4.labirint.ru/rc/c5f0210fd879c3c0e997c0c441f4a1d0/220x340q80/books64/638778/cover.jpg?1564112087
Сам себе программист. Как научиться программировать и устроиться в Ebay?,На складе,Бомбора:            Мировой компьютерный бестселлер,1006,734,27,Альтхофф Кори,https://img3.labirint.ru/rc/521423e4e68f6e1ce47c805d57c07f79/220x340q80/books64/638955/cover.jpg?1617708330
"Программное обеспечение геодезии, фотограм, кадастра, инж.из.",Ограничено,Инфра-Инженерия,1440,792,45,Браверман Борис Аронович,https://img4.labirint.ru/rc/de8f09740c5278b2b215e16271a4a32d/220x340q80/books64/637454/cover.jpg?1523359537
Собираем устройства для тестов на проникновение,На складе,ДМК-Пресс,3095,1702,45,Бирюков Андрей Александрович,https://img4.labirint.ru/rc/af67f6f7379961a3a74870689245df59/220x340q80/books64/637762/cover.jpg?1562847904
Java. Карманный справочник,Ограничено,Вильямс,2592,1426,45,"Лигуори Роберт, Лигуори Патрисия",https://img3.labirint.ru/rc/e5a3ae0f7e1cd6ef8999f956152b697f/220x340q80/books64/636887/cover.jpg?1662128711
Чистая архитектура. Искусство разработки программного обеспечения,На складе,Питер:            Библиотека программиста,1430,1115,22,Мартин Роберт С.,https://img4.labirint.ru/rc/0dbaf00874b8684a5289123bad5f1bb4/220x340q80/books64/634082/cover.jpg?1598959632
Объектно Ориентированное Программирование,На складе,Солон-пресс:            Программирование,1778,978,45,Гаско Рик,https://img4.labirint.ru/rc/948a79069b5fdae349cbd0fde82ed268/220x340q80/books64/634878/cover.jpg?1564083713
Простая Математика для Простых Программистов,На складе,Солон-пресс:            Программирование,1437,790,45,Гаско Рик,https://img3.labirint.ru/rc/e4515350b12b8495f791d4bd2026f820/220x340q80/books64/634879/cover.jpg?1564083714
Простой учебник программирования,На складе,Солон-пресс:            Программирование,1616,889,45,Гаско Рик,https://img3.labirint.ru/rc/75d7c8f1d1b01c9f26008d2ff94e5a2c/220x340q80/books64/634881/cover.jpg?1564083716
Потоковая обработка данных. Конвейер реального времени,На складе,ДМК-Пресс,2018,1110,45,Пселтис Эндрю Дж.,https://img4.labirint.ru/rc/13fd9a57ec988ff21f7bb9380a64f4bc/220x340q80/books64/634264/cover.jpg?1564083339
Java для чайников,На складе,"Диалектика:            Для ""чайников""",3976,2187,45,Берд Барри,https://img3.labirint.ru/rc/ad7ae21e83f147ba7ab43d8a82a51feb/220x340q80/books64/633539/cover.jpg?1553171135
Психбольница в руках пациентов. Алан Купер об интерфейсах,На складе,Питер:            Библиотека программиста,1959,1528,22,Купер Алан,https://img3.labirint.ru/rc/15d4faaf1dc2e13b7ba79602e1650410/220x340q80/books64/633863/cover.jpg?1598959624
"Высоконагруженные приложения. Программирование, масштабирование, поддержка",На складе,Питер:            Бестселлеры O`Reilly,3798,2962,22,Клеппман Мартин,https://img3.labirint.ru/rc/fdc8f8ee7159927efdafe1c065d2a115/220x340q80/books64/632959/cover.jpg?1598959612
Глубокое обучение с точки зрения практика,На складе,ДМК-Пресс,3499,1924,45,"Паттерсон Джош, Гибсон Адам",https://img4.labirint.ru/rc/e842c1ac8f847153e866dc4e8853af80/220x340q80/books64/632754/cover.jpg?1562851564
Релевантный поиск с использованием Elasticsearch и Solr,На складе,ДМК-Пресс,3499,1924,45,"Тарнбулл Даг, Берримен Джон",https://img3.labirint.ru/rc/7b982df3a07d4fd7096f0133dd1f3732/220x340q80/books64/632755/cover.jpg?1562851565
Программирование на языке Rust. Цветное издание,На складе,ДМК-Пресс,4855,2670,45,"Блэнди Джим, Орендорф Джейсон",https://img3.labirint.ru/rc/0805fd8b44fe434a6a182399c05d7dda/220x340q80/books64/630003/cover.jpg?1564076322
Алгоритмы для начинающих. Теория и практика для разработчика,На складе,Бомбора:            Мировой компьютерный бестселлер,1670,1219,27,Луридас Панос,https://img3.labirint.ru/rc/d48fa51d30ce8d325773c7a2c7d6e6ec/220x340q80/books63/628157/cover.jpg?1564072774
Язык С в XXI веке,На складе,ДМК-Пресс,2557,1406,45,Клеменс Бен,https://img3.labirint.ru/rc/0f873ad985d468d81ebb6f42997a90f6/220x340q80/books47/467825/cover.jpg?1640705150
Android. Сборник рецептов. Задачи и решения для разработчиков приложений,Ограничено,Диалектика,6567,3612,45,Дарвин Ян Ф.,https://img3.labirint.ru/rc/a8e1e1bf61ed1fd582c4d96e83d67d04/220x340q80/books63/627497/cover.jpg?1645716308
Официальное руководство Cisco по подготовке к сертификационным экзаменам CCENT/CCNA ICND1 100-105,На складе,Вильямс,12960,7128,45,Одом Уэнделл,https://img3.labirint.ru/rc/4f8c5dcdfdbc76653cb5991aff09e99b/220x340q80/books63/626571/cover.jpg?1662132310
Теория и практика делового общения для разработчиков программного обеспечения и IT-менеджеров,На складе,Флинта,324,178,45,Абельская Раиса Шолемовна,https://img3.labirint.ru/rc/f5db3be3dc96105abbc90f5bbd08a275/220x340q80/books63/626667/cover.jpg?1516188323
Анализ социальных медиа на Python,На складе,ДМК-Пресс,2960,1628,45,Бонцанини Марко,https://img3.labirint.ru/rc/341a2abd296ca88b3f62da6e7c0fd398/220x340q80/books63/620685/cover.jpg?1564055090
Глубокое обучение (цветная),На складе,ДМК-Пресс,5383,2961,45,Бенджио Иошуа и др.,https://img4.labirint.ru/rc/ef4af72ee9da33a5edb2bae12ea73033/220x340q80/books63/620686/cover.jpg?1564055091
"Прямые и обратные задачи восстановления изображений, спектроскопии и томографии с MatLab (+CD)",Ограничено,Лань:            Учебники для вузов. Специальная литература,3859,2122,45,Сизиков Валерий Сергеевич,https://img3.labirint.ru/rc/e822aa0753aa43c27b1e38d18e763ba7/220x340q80/books63/621029/cover.jpg?1564055355
Функциональное программирование на JavaScript. Как улучшить код JavaScript-программ,На складе,Вильямс,5186,2852,45,Атенсио Луис,https://img3.labirint.ru/rc/ed5f8f51da47b7055baa9f232e2f2680/220x340q80/books63/620557/cover.jpg?1564055003
Разработка операционной системы и компилятора. Проект Оберон,На складе,ДМК-Пресс:            Классика программирования,2960,1628,45,"Вирт Никлаус, Гуткнехт Юрг",https://img4.labirint.ru/rc/87a8f0784ab025679374e326346b30a3/220x340q80/books62/619398/cover.jpg?1564054110
CodeVisionAVR. Пособие для начинающих,На складе,ДМК-Пресс:            Программируемые системы,1883,1036,45,Лебедев Михаил Борисович,https://img4.labirint.ru/rc/514c563df8ff049f30925a20c9a40df0/220x340q80/books62/619400/cover.jpg?1564054111
"Как написать безопасный код на С++, Java, Perl, PHP, ASP.NET",На складе,ДМК-Пресс,1345,740,45,Ховард Майкл и др.,https://img4.labirint.ru/rc/d8d697814e3f347fa132b03872679d87/220x340q80/books42/417792/cover.jpg?1387383930
Scala. Профессиональное программирование,На складе,Питер:            Библиотека программиста,3179,2480,22,Одерски Мартин и др.,https://img3.labirint.ru/rc/60e84bd1317bd6c0a72e74d1c2fe93c7/220x340q80/books62/617527/cover.jpg?1564050664
Искусство алгоритмизации,На складе,ДМК-Пресс,1481,815,45,Потопахин Виталий Валерьевич,https://img4.labirint.ru/rc/8265121f04ead43157db57be6ac4bf33/220x340q80/books62/616368/cover.jpg?1564047487
Java 9. Полный обзор нововведений,Ограничено,ДМК-Пресс:            Программирование,2693,1481,45,Кишори Шаран,https://img3.labirint.ru/rc/79cccbcd28c7453c70c6deb55663c406/220x340q80/books62/615911/cover.jpg?1562930731
Kotlin в действии,На складе,ДМК-Пресс,2693,1481,45,"Жемеров Дмитрий Борисович, Исакова Светлана Сергеевна",https://img4.labirint.ru/rc/5e0fdc9cc1ec7f3308af3c0a62313ec1/220x340q80/books62/612984/cover.jpg?1564043647
Конкурентное программирование на Scala,На складе,ДМК-Пресс,2287,1258,45,Прокопец Александр,https://img3.labirint.ru/rc/e121d336f120d49cfa44333ab1a70e4b/220x340q80/books62/612985/cover.jpg?1564043648
Крупномасштабное машинное обучение вместе с Python,На складе,ДМК-Пресс,2960,1628,45,Шарден Бастиан и др.,https://img4.labirint.ru/rc/ec2af33592785a48ed26e6a7aae414eb/220x340q80/books62/612986/cover.jpg?1564043649
Программирование на Clojure,На складе,ДМК-Пресс:            Функциональное программирование,3230,1777,45,Эмерик Чаз и др.,https://img3.labirint.ru/rc/1e444bfec4670c9cd6b108761962a8c8/220x340q80/books62/612989/cover.jpg?1562930713
C# 7.0. Карманный справочник. Скорая помощь для программистов на C# 7.0,Ограничено,Вильямс,2075,1141,45,"Албахари Джозеф, Албахари Бен",https://img3.labirint.ru/rc/6302dda6be47554b253a1c047b7b3be6/220x340q80/books62/612651/cover.jpg?1662128706
Адаптивный код. Гибкое кодирование с помощью паттернов проектирования и принципов SOLID,На складе,Вильямс,5186,2852,45,Холл Гэри Маклин,https://img4.labirint.ru/rc/d5fbce2baa333cc6720fb4fe63e7cb5f/220x340q80/books62/612652/cover.jpg?1662128707
Секреты JavaScript ниндзя,На складе,Вильямс,6567,3612,45,Резиг Джон и др.,https://img3.labirint.ru/rc/953a956e013d296a4f9d2f23039f848a/220x340q80/books62/612655/cover.jpg?1662132308
Курс программирования на языке Си. Учебник,Ограничено,ДМК-Пресс,2423,1333,45,"Подбельский Вадим Валерьевич, Фомин Сергей Сергеевич",https://img4.labirint.ru/rc/85732994bd69c617e3c21d8cf3d70d99/220x340q80/books34/336886/cover.jpg?1639567509
СУБД для программиста. Базы данных изнутри,На складе,Солон-пресс:            Библиотека профессионала,3097,1703,45,Тарасов Сергей Витальевич,https://img4.labirint.ru/rc/1ad2de38cb18fcc3dfad9d32fe76131f/220x340q80/books47/469408/cover.jpg?1563802161
Объектно-ориентированное программирование в С++,На складе,Питер:            Классика computer science,3255,2539,22,Лафоре Роберт,https://img3.labirint.ru/rc/c615e685a4b37f1ecc10187be85bfc6b/220x340q80/books25/249955/cover.jpg?1578583506
Язык программирования C++. Базовый курс,На складе,Вильямс,9159,5037,45,Липпман Стенли Б. и др.,https://img4.labirint.ru/rc/0333c2c5db3f78a98845622a27ce0fe6/220x340q80/books52/512910/cover.jpg?1662132302
Машинное обучение с использованием библиотеки Н2О,На складе,ДМК-Пресс,2153,1184,45,Кук Даррен,https://img3.labirint.ru/rc/33a7cbd83a0e983aa30579d516091b16/220x340q80/books61/609943/cover.jpg?1562930710
Программирование. Принципы и практика с использованием C++,На складе,Вильямс,10368,5702,45,Страуструп Бьярне,https://img4.labirint.ru/rc/1a60759701bacd2cce28bd3bb4c373fa/220x340q80/books52/512976/cover.jpg?1662132304
Создаем нейронную сеть,На складе,Вильямс,5186,2852,45,Рашид Тарик,https://img4.labirint.ru/rc/13b2f26ab44985f0a2baea34c7dea789/220x340q80/books61/606436/cover.jpg?1662135903
Библиотека Keras - инструмент глубокого обучения,На складе,ДМК-Пресс,2423,1333,45,"Джулли Антонио, Пал Суджит",https://img3.labirint.ru/rc/2cb6f2871e3a825fdb302b2dba3fccee/220x340q80/books61/605169/cover.jpg?1562934363
Визуализация данных с помощью библиотеки D3.js 4.x,На складе,ДМК-Пресс,1883,1036,45,"Рининсланд Эндрю, Свизек Теллер",https://img3.labirint.ru/rc/361b784bf6168aee0b41524ca6aa8443/220x340q80/books61/604319/cover.jpg?1564036269
Шаблоны корпоративных приложений,На складе,Диалектика:,7778,4278,45,Фаулер Мартин,https://img4.labirint.ru/rc/6ee727cb958281f5f6eb24e3dfef6d85/220x340q80/books24/236978/cover.jpg?1644596701
Raspberry Pi. Сборник рецептов. Решение программных и аппаратных задач,Ограничено,Диалектика,5186,2852,45,Монк Саймон,https://img4.labirint.ru/rc/6c31bcff45029576d97c3f51b0554d40/220x340q80/books61/603636/cover.jpg?1564035813
JavaScript в примерах и задачах,На складе,Эксмо-Пресс:            Российский компьютерный бестселлер,1455,1062,27,,https://img3.labirint.ru/rc/0d25c978bb553c7651957b6ff53da100/220x340q80/books61/602321/cover.jpg?1618493106
Visual C# 2.0.NET. Полное руководство,На складе,Корона-Принт:,996,548,45,"Прайс Дебора, Гандэрлой Майк",https://img4.labirint.ru/rc/0474d2b9b8dae1a7f3a675662d04049d/220x340q80/books15/147878/cover.jpg?1563544008
Предметно-ориентированное проектирование (DDD). Структуризация сложных программных систем,На складе,Вильямс,10368,5702,45,Эванс Эрик,https://img4.labirint.ru/rc/3cefcffe0add8662fc68ec0fd17f8e4f/220x340q80/books52/512940/cover.jpg?1662135902
Язык программирования C++. Лекции и упражнения,На складе,Диалектика,10368,5702,45,Прата Стивен,https://img4.labirint.ru/rc/72c72c82a019ee87bb6eef5a7b089b42/220x340q80/books52/512980/cover.jpg?1644855902
C++ для чайников,На складе,"Диалектика:            Для ""чайников""",2592,1426,45,Дэвис Стефан Рэнди,https://img3.labirint.ru/rc/a313f302adda348d8b29e41440149012/220x340q80/books52/513049/cover.jpg?1645107905
"Программирование командных оболочек в Unix, Linux и OS X",Ограничено,Диалектика,5186,2852,45,"Кочан Стефан, Вуд Патрик",https://img4.labirint.ru/rc/35c8c9ab9cb40b6debf216955f26b638/220x340q80/books61/601752/cover.jpg?1645716305
Рефакторинг. Улучшение проекта существующего кода,На складе,Диалектика,6567,3612,45,Бек Кент и др.,https://img4.labirint.ru/rc/e09a95ba26e4d0c4dcdb655c4b8fd599/220x340q80/books61/601754/cover.jpg?1645716307
Изучаем программирование на Python,На складе,Эксмо:            Мировой компьютерный бестселлер,2178,1590,27,Бэрри Пол,https://img3.labirint.ru/rc/8e2815b8e8ce19b6db06b2c22a4432d3/220x340q80/books61/601607/cover.jpg?1615299969
Семь баз данных за семь недель. Введение в современные базы данных и идеологию NoSQL,На складе,ДМК-Пресс,2423,1333,45,"Редмонд Эрик, Уилсон Джим Р.",https://img3.labirint.ru/rc/5dca27c71778d2b992a018e480c0df8c/220x340q80/books37/365195/cover.jpg?1640701507
jQuery в действии,На складе,Питер:            Для профессионалов,1814,1415,22,Бибо Беэр и др.,https://img3.labirint.ru/rc/1c8f098b816459331240fc1caa2f2fe2/220x340q80/books60/599401/cover.jpg?1598873273
Шаблоны проектирования Node.JS,На складе,ДМК-Пресс,2287,1258,45,"Касиаро Марио, Маммино Лучано",https://img4.labirint.ru/rc/2da14edb44c48d5f31a4aa1f06ccccdb/220x340q80/books60/599022/cover.jpg?1564032805
Разработка современных веб-приложений. Анализ предметных областей и технологий,Ограничено,Вильямс,4322,2377,45,Эспозито Дино,https://img4.labirint.ru/rc/03102e7e050a454c73ecba0b4f3212f6/220x340q80/books60/597978/cover.jpg?1663773908
Vulkan. Руководство разработчика,Ограничено,ДМК-Пресс,2557,1406,45,"Селлерс Грехем, Кессенич Джон",https://img3.labirint.ru/rc/8b0c830800a4ffaf95d4480535b3d624/220x340q80/books60/598543/cover.jpg?1564032514
Среда динамического моделирования технических систем SimInTech. Практикум по моделированию систем,На складе,ДМК-Пресс,3230,1777,45,Карташов Борис Александрович и др.,https://img3.labirint.ru/rc/64f8690d998c6b83180bf95be7a2b250/220x340q80/books60/593015/cover.jpg?1564028750
"Алгоритмы. Справочник с примерами на C, C++, Java и Python",На складе,Вильямс,5186,2852,45,Хайнеман Джордж и др.,https://img4.labirint.ru/rc/7f22917cfbebae4ef8a9e06ae82eddf9/220x340q80/books60/590528/cover.jpg?1649085909
Изучаем JavaScript. Руководство по созданию современных веб-сайтов,На складе,Вильямс,3976,2187,45,Браун Этан,https://img4.labirint.ru/rc/cfaf5a327d88343c65403580b02224e0/220x340q80/books60/590530/cover.jpg?1663773907
Изучаем OpenCV 3,На складе,ДМК-Пресс,5922,3257,45,"Кэлер Адриан, Брэдски Гэри",https://img3.labirint.ru/rc/f428e9e7e9cc856fe9d92a1021b71dc5/220x340q80/books59/588897/cover.jpg?1564025908
Семь языков за семь недель. Практическое руководство по изучению языков программирования,На складе,ДМК-Пресс,2287,1258,45,Тейт Брюс,https://img3.labirint.ru/rc/8b8e0c334e2c975634ab0564b19f90b5/220x340q80/books59/588899/cover.jpg?1564025910
Flash MX для профессиональных программистов. Учебное пособие,Ограничено,Просвещение/Бином:            Основы информационных технологий,558,307,45,Капустин Михаил Анатольевич и др.,https://img4.labirint.ru/rc/0aa3f89e9a30a51010b75df4275b4017/220x340q80/books59/586050/cover.jpg?1564000433
Программирование на Java для начинающих,На складе,Эксмо-Пресс:            Российский компьютерный бестселлер,1455,1062,27,Васильев Алексей Николаевич,https://img4.labirint.ru/rc/b438bded9810d745cfc22a2082612829/220x340q80/books59/585080/cover.jpg?1647854716
Javascript и jQuery. Интерактивная веб-разработка,На складе,Эксмо:            Мировой компьютерный бестселлер,2966,2165,27,Дакетт Джон,https://img3.labirint.ru/rc/9d17c79c3af6c7875b78d64fa53cff9d/220x340q80/books59/583161/cover.jpg?1613744746
Предметно-ориентированное проектирование. Самое основное,На складе,Диалектика,3976,2187,45,Вернон Вон,https://img3.labirint.ru/rc/b1da3d1b2402e5e9bb36f405df8d6677/220x340q80/books59/581925/cover.jpg?1650018304
Введение в Elixir. Введение в функциональное программирование,На складе,ДМК-Пресс,1883,1036,45,"Сенлорен Симон, Эйзенберг Дэвид",https://img3.labirint.ru/rc/9957424077a5b0d55a598527d78a5ac2/220x340q80/books59/581645/cover.jpg?1563993471
Моделирование аукционов,На складе,ДМК-Пресс,1748,961,45,Демешев Борис Борисович,https://img3.labirint.ru/rc/a4297507d756a1e5e504347a48e51d1d/220x340q80/books59/581649/cover.jpg?1563993474
Как самому написать мобильную 2D-игру,Ограничено,Солон-пресс:            Библиотека профессионала,1482,815,45,Язев Юрий Евгеньевич,https://img4.labirint.ru/rc/d52924d3fe15872b2957b9dcdb8914f6/220x340q80/books58/579084/cover.jpg?1563989873
Python и машинное обучение,На складе,ДМК-Пресс,4038,2221,45,Рашка Себастьян,https://img3.labirint.ru/rc/4f0a8d702d15b99d9c6a241bc725e6ce/220x340q80/books58/577069/cover.jpg?1563986274
Проектирование пользовательского интерфейса в Android,На складе,ДМК-Пресс,2693,1481,45,Клифтон Ян,https://img3.labirint.ru/rc/b4f5cc029797ff462ced5a55af0a27bd/220x340q80/books58/577071/cover.jpg?1563986276
"Прикладная криптография. Протоколы, алгоритмы и исходный код на C",Ограничено,Диалектика,12960,7128,45,Шнайер Брюс,https://img3.labirint.ru/rc/5fd4921fd613c4366700b07e64819e40/220x340q80/books58/576267/cover.jpg?1553171110
ASP.NET Core MVC с примерами на C# для профессионалов,На складе,Диалектика,9159,5037,45,Фримен Адам,https://img3.labirint.ru/rc/2c45d13ef94f8c153bef1bba0868daf9/220x340q80/books58/574109/cover.jpg?1563979069
"Стек, или Путешествие туда и обратно",На складе,ДМК-Пресс,1211,666,45,Вторников Алексей Анатольевич,https://img3.labirint.ru/rc/0bf4deb82aadbb66e10aa603dcb02d99/220x340q80/books58/574855/cover.jpg?1562934341
Реактивное программирование с использованием RxJava,На складе,ДМК-Пресс,2557,1406,45,"Нуркевич Томаш, Кристенсен Бен",https://img4.labirint.ru/rc/075bc41e5c142ffed70860f4f4452531/220x340q80/books58/570986/cover.jpg?1562934337
Изучаем PHP 7. Руководство по созданию интерактивных веб-сайтов,На складе,Диалектика,5186,2852,45,Скляр Дэвид,https://img3.labirint.ru/rc/2f24576c505dd938fe990a60a1782102/220x340q80/books57/569173/cover.jpg?1563968366
Не заставляйте меня думать. Веб-юзабилити и здравый смысл,На складе,Эксмо-Пресс:            Мировой компьютерный бестселлер,1172,856,27,Круг Стив,https://img3.labirint.ru/rc/811c4e253072372f42a8aa42368bfe89/220x340q80/books57/569883/cover.jpg?1653467103
Go на практике,На складе,ДМК-Пресс,2423,1333,45,"Батчер Мэтт, Фарина Мэтт",https://img4.labirint.ru/rc/d9a5fc46dd477ffb59926213167353d6/220x340q80/books57/566828/cover.jpg?1563964733
Использование Docker,На складе,ДМК-Пресс,2673,1470,45,Моуэт Эдриен,https://img3.labirint.ru/rc/07a0f6dc393ebf0c6b509f614c430754/220x340q80/books57/566829/cover.jpg?1563964734
Методы разработки математических моделей и вычислительный эксперимент на базе пакета MATLAB,Ограничено,Солон-пресс,2514,1383,45,Плохотников Константин Эдуардович,https://img4.labirint.ru/rc/7a8f6412357b07f10486fd846fbb1400/220x340q80/books57/566832/cover.jpg?1563964737
"Гибкая разработка программ на Java и C++. Принципы, паттерны и методики",На складе,Диалектика,10368,5702,45,Мартин Роберт С.,https://img3.labirint.ru/rc/7ffb74f6234b5eec7665cb180ac904e7/220x340q80/books57/565917/cover.jpg?1563964088
Цифровая обработка сигналов на языке Python,На складе,ДМК-Пресс,1075,591,45,Дауни Аллен Б.,https://img4.labirint.ru/rc/b0898e8d6acfee5b452e799295f3787c/220x340q80/books57/565114/cover.jpg?1563961354
Программирование на C++ в примерах и задачах,На складе,Эксмо-Пресс:            Российский компьютерный бестселлер,1064,777,27,Васильев Алексей Николаевич,https://img3.labirint.ru/rc/fc8aa3c25566f29543cbbd3315db2d01/220x340q80/books57/562261/cover.jpg?1612697659
Cassandra. Полное руководство,Ограничено,ДМК-Пресс,2557,1406,45,"Карпентер Джефф, Хьюитт Эбен",https://img4.labirint.ru/rc/703416ba3c42b1204f52b0150ffc08e9/220x340q80/books57/562032/cover.jpg?1563954314
Изучаем Angular 2,Ограничено,ДМК-Пресс,1883,1036,45,Дилеман Пабло,https://img3.labirint.ru/rc/af5882f3560873672c3f1d7c2942ff01/220x340q80/books57/562033/cover.jpg?1563954334
Разработка обслуживаемых программ на языке C#,На складе,ДМК-Пресс,1211,666,45,Виссер Джуст,https://img4.labirint.ru/rc/ba08e2531efcd3e553a6017cbea547bb/220x340q80/books57/562034/cover.jpg?1563954334
Разработка геоприложений на языке Python,На складе,ДМК-Пресс,2960,1628,45,Вестра Эрик,https://img3.labirint.ru/rc/889e112e41395fc964b54818ad6c5fd2/220x340q80/books57/560587/cover.jpg?1563953281
Инженерия требований,На складе,ДМК-Пресс,2423,1333,45,Халл Элизабет и др.,https://img3.labirint.ru/rc/0ee68fa37acaf890d170bf48ab938831/220x340q80/books57/560047/cover.jpg?1647253542
Программирование PIC - микроконтроллеров на PicBasic,На складе,Додека XXI век:            Программируемые системы,1211,666,45,Хелибайк Чак,https://img4.labirint.ru/rc/47251f3955718a1b5ee952478e346ab0/220x340q80/books14/130878/cover.jpg?1654611903
Введение в современные САПР. Курс лекций,На складе,ДМК-Пресс:            САПР от А до Я,941,518,45,Малюх Владимир Николаевич,https://img3.labirint.ru/rc/a06ead206dba9a5a8c3684547706d576/220x340q80/books22/214169/cover.jpg?1639563906
Функциональное программирование на F#,На складе,ДМК-Пресс,1481,815,45,Сошников Дмитрий Валерьевич,https://img4.labirint.ru/rc/93d47aa84861e98b21ade92e61d74f9a/220x340q80/books28/275240/cover.jpg?1302697596
Скользкие места С++. Как избежать проблем  при проектировании и компиляции ваших программ,На складе,ДМК-Пресс:            Профессиональная серия от Addison-Wesley,1481,815,45,Дьюхэрст Стефан К.,https://img4.labirint.ru/rc/f086b98bb792587ade08ea8196d02c29/220x340q80/books35/348194/cover.jpg?1651163110
Программируем микрокомпьютер NXT в LabVIEW,На складе,ДМК-Пресс:            Все о LabVIEW,902,496,45,"Белиовская Лидия Георгиевна, Белиовский Александр Евгеньевич",https://img4.labirint.ru/rc/4ca6aa69dc2fd7c67477b0fac840fc6a/220x340q80/books37/366096/cover.jpg?1640701510
Dart в действии,На складе,ДМК-Пресс,2826,1554,45,Баккет Крис,https://img4.labirint.ru/rc/e3012e6e8241060d810ec939b6343732/220x340q80/books39/387166/cover.jpg?1563712102
MATLAB. Полный самоучитель,На складе,ДМК-Пресс,4038,2221,45,Дьяконов Владимир Павлович,https://img3.labirint.ru/rc/ab1226a32197841285bb8267762a4bbc/220x340q80/books43/423635/cover.jpg?1640705118
С для программистов с введением в С11,На складе,ДМК-Пресс,2826,1554,45,"Дейтел Пол Дж., Дейтел Харви",https://img4.labirint.ru/rc/d7952cc1042330db9e4811a302caa845/220x340q80/books43/427746/cover.jpg?1640705130
Параллельное и конкурентное программирование на Haskell,На складе,ДМК-Пресс:            Функциональное программирование,2153,1184,45,Марлоу Саймон,https://img4.labirint.ru/rc/249bf07727940ab7d44afd1ad412a857/220x340q80/books44/435408/cover.jpg?1398083193
Практическое использование Common Lisp,На складе,ДМК-Пресс:            Функциональное программирование,3230,1777,45,Сайбель Питер,https://img4.labirint.ru/rc/634a7d41a1fe874e273ae0696bd9273f/220x340q80/books46/455824/cover.jpg?1640705147
Сбор данных в Интернете на языке R,На складе,ДМК-Пресс,1748,961,45,Храмов Дмитрий Александрович,https://img3.labirint.ru/rc/972aaed3e6a77c0b8c0d55859143f29e/220x340q80/books56/555829/cover.jpg?1647847526
Unity 5.x. Программирование искусственного интеллекта в играх,Ограничено,ДМК-Пресс,1883,1036,45,Паласиос Хорхе,https://img4.labirint.ru/rc/9691e56ad4cd44ab0e1c1c01e0353944/220x340q80/books56/554146/cover.jpg?1645860318
Программирование микроконтроллеров. Стратегия и тактика,На складе,ДМК-Пресс,2153,1184,45,Матюшин Андрей Олегович,https://img4.labirint.ru/rc/23b493e6962a27b3438be3444c06abd9/220x340q80/books56/554148/cover.jpg
Ruby on Rails для начинающих. Изучаем разработку веб-приложений на основе Rails,На складе,ДМК-Пресс,3499,1924,45,Хартл Майкл,https://img4.labirint.ru/rc/03176b1e4d4a0a5755f979e2e76a6c43/220x340q80/books56/550948/cover.jpg?1563946801
Программирование и отладка С/С++ приложений для микроконтроллеров ARM,Ограничено,ДМК-Пресс,1211,666,45,Магда Юрий Степанович,https://img3.labirint.ru/rc/6cd19139544407d9e91f5bf311e69a06/220x340q80/books33/322397/cover.jpg?1613381102
Эффективное использование С++. 55 верных способов улучшить структуру и код ваших программ,На складе,ДМК-Пресс:            Профессиональная серия от Addison-Wesley,1883,1036,45,Мэйерс Скотт,https://img4.labirint.ru/rc/09c86e57f10d6f08c4efe4d9836c4cde/220x340q80/books43/427982/cover.jpg?1640705135
